Kingdom,Phylum,Class,Order,Family,Genus,Species
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Nupela,Nupela_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_palea
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Urosolenia,Urosolenia_eriensis
Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Skeletonemataceae,Discostella,Discostella_stelligera
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,Stauroneis_gracilior
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis,Diadesmis_confervacea
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Skeletonemataceae,Discostella,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_viridiformis
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_palea
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,Stauroneis_gracilis
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,Planothidium_victori
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Mayamaea,Mayamaea_permitis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_nigri
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Dorofeyukea,NA
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_dissipata_var._media
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_cryptotenella
Chromista,Bacillariophyta,Mediophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Sar,Ochrophyta,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,Fibrocapsa_japonica
Chromista,Bacillariophyta,Fragilariophyceae,Licmophorales,Licmophoraceae,Licmophora,Licmophora_sp.
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria_ulna
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Cocconeidaceae,Cocconeis,Cocconeis_placentula
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_acuminatum
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_bourbonense
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_digitatum
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria_ulna
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,Encyonema_lunatum
Sar,Ochrophyta,Phaeothamniophyceae,Pleurochloridellales,Pleurochloridellaceae,Pleurochloridella,Pleurochloridella_botrydiopsis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_pupula
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,NA
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_cryptotenella
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_pectinalis
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_minutum
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_nigri
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Fragilariophyceae,Tabellariales,Tabellariaceae,Meridion,Meridion_circulare
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Schizostauron,Schizostauron_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,NA
Chromista,Bacillariophyta,Coscinodiscophyceae,Orthoseirales,Orthoseiraceae,Orthoseira,Orthoseira_roeseana
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,Brachysira_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia,Frustulia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,Encyonema_silesiacum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Schizostauron,Schizostauron_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_subclavatum_var._mexicanum
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_digitatum
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_reimeri
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria_gracilis
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Cocconeidaceae,Cocconeis,Cocconeis_placentula
Chromista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,Aulacoseira_subarctica
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,NA,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_nigri
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria_ulna
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,Caloneis_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,NA
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_acidoclinata
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_cryptotenella
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_dissipata_var._media
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_pseudacceptata
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella_proxima
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_affine
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_angusta
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_parvulum
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_tubicola
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_affine
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,Placoneis_elginensis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_draveillensis
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_glacialis
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella_tumida
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_exigua
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,NA
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_umbonata
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_acrosphaeria
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_nigri
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_parvulum
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_bourbonense
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria_ulna
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_laevissima
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_pupula
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_nigri
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_rhynchotella
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_palea
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_amphibia
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,Neidium_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,Caloneis_sp.
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria_famelica
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_cryptotenella
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,Placoneis_clementis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia,Frustulia_sp.
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria_gracilis
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_parvulum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Mayamaea,Mayamaea_permitis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,Aulacoseira_granulata
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_palea
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_nigri
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Rossithidium,Rossithidium_anastasiae
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_affine
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Scoliotropidaceae,Biremis,Biremis_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_fonticola
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_acrosphaeria
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_radiosa
Chromista,Bacillariophyta,NA,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_sp.
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Fragilariophyceae,Tabellariales,Tabellariaceae,Tabellaria,Tabellaria_flocculosa
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_bilunaris
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_umbonata
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_viridiformis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_laevissima
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,NA
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_sigmoidea
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira,Staurosira_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_mucophila
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Luticola,Luticola_sparsipunctata
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,Brachysira_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_nigri
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria_gracilis
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_pusilla
Chromista,Bacillariophyta,Fragilariophyceae,Licmophorales,Licmophoraceae,Licmophora,Licmophora_sp.
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_isselana
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_stomatophora
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,Neidium_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,Neidium_amphigomphus
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragilaria,Fragilaria_acus/radians_complex
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora_pediculus
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_isselana
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_glacialis
Chromista,Bacillariophyta,NA,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria_ulna
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,Neidium_lowei
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_delmontii
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Mayamaea,Mayamaea_permitis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_nigri
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,Caloneis_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,Diploneis_subovalis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_ramosissima
Chromista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,Aulacoseira_granulata
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_pseudacceptata
Sar,Ochrophyta,Phaeothamniophyceae,Pleurochloridellales,Pleurochloridellaceae,Pleurochloridella,Pleurochloridella_botrydiopsis
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_acidoclinata
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Bacillaria,Bacillaria_paxillifer
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_chlidanos
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,NA,NA
Chromista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,Aulacoseira_ambigua
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_sp.
Chromista,Bacillariophyta,Mediophyceae,Triceratiales,Triceratiaceae,Pleurosira,Pleurosira_laevis
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Mediophyceae,Chaetocerotales,Acanthocerataceae,Acanthoceras,Acanthoceras_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Karayevia,Karayevia_oblongella
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_cryptotenella
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Didymosphenia,Didymosphenia_geminata
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,NA
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,NA
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_sp.
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella,Asterionella_formosa
Chromista,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira_varians
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_glacialis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_subcommutata
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_glacialis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Iconella,NA
